"エクスポージャー群ID","正規エクスポージャーID","元エクスポージャーID","候補ID","取引手段ID","エクスポージャー名_日本語","エクスポージャー名_英語","資産クラス","リスク群","代替グループID","直接または代替","代替関係","取引手段種別","シンボル","取引所またはVenue","Broker","Gate状態","証拠信頼度","証拠ID一覧","取引手段差分メモ","P06追跡メモ","作成日時","更新日時"
"CLU-EXP-REBUILT-062","EXP-REBUILT-062","EXP-REBUILT-062","CAN-EXP-REBUILT-062-JP087-IBSJ","VEH-JP087","再構成候補 87","Rebuilt Candidate 87","為替","再構成リスク群","PG-為替","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP087","NYMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-063","EXP-REBUILT-063","EXP-REBUILT-063","CAN-EXP-REBUILT-063-JP088-IBSJ","VEH-JP088","再構成候補 88","Rebuilt Candidate 88","エネルギー","再構成リスク群","PG-エネルギー","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP088","COMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-064","EXP-REBUILT-064","EXP-REBUILT-064","CAN-EXP-REBUILT-064-JP089-IBSJ","VEH-JP089","再構成候補 89","Rebuilt Candidate 89","環境・電力","再構成リスク群","PG-環境・電力","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP089","ICEUS","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-065","EXP-REBUILT-065","EXP-REBUILT-065","CAN-EXP-REBUILT-065-JP090-IBSJ","VEH-JP090","再構成候補 90","Rebuilt Candidate 90","金属","再構成リスク群","PG-金属","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP090","ICEEU","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-066","EXP-REBUILT-066","EXP-REBUILT-066","CAN-EXP-REBUILT-066-JP091-IBSJ","VEH-JP091","再構成候補 91","Rebuilt Candidate 91","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP091","OSE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-067","EXP-REBUILT-067","EXP-REBUILT-067","CAN-EXP-REBUILT-067-JP092-IBSJ","VEH-JP092","再構成候補 92","Rebuilt Candidate 92","畜産","再構成リスク群","PG-畜産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP092","TOCOM","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-068","EXP-REBUILT-068","EXP-REBUILT-068","CAN-EXP-REBUILT-068-JP093-IBSJ","VEH-JP093","再構成候補 93","Rebuilt Candidate 93","暗号資産","再構成リスク群","PG-暗号資産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP093","EUREX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-069","EXP-REBUILT-069","EXP-REBUILT-069","CAN-EXP-REBUILT-069-JP094-IBSJ","VEH-JP094","再構成候補 94","Rebuilt Candidate 94","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP094","SGX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-070","EXP-REBUILT-070","EXP-REBUILT-070","CAN-EXP-REBUILT-070-JP095-IBSJ","VEH-JP095","再構成候補 95","Rebuilt Candidate 95","ボラティリティ","再構成リスク群","PG-ボラティリティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP095","CFE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-071","EXP-REBUILT-071","EXP-REBUILT-071","CAN-EXP-REBUILT-071-JP096-IBSJ","VEH-JP096","再構成候補 96","Rebuilt Candidate 96","不動産","再構成リスク群","PG-不動産","代替・研究のみ","P06以降でPrimary/Fallbackを判断","標準先物","JP096","NASDAQ","Interactive Brokers Securities Japan Inc.","研究のみ","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-072","EXP-REBUILT-072","EXP-REBUILT-072","CAN-EXP-REBUILT-072-JP097-IBSJ","VEH-JP097","再構成候補 97","Rebuilt Candidate 97","株価指数","再構成リスク群","PG-株価指数","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP097","CME","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-073","EXP-REBUILT-073","EXP-REBUILT-073","CAN-EXP-REBUILT-073-JP098-IBSJ","VEH-JP098","再構成候補 98","Rebuilt Candidate 98","金利・債券","再構成リスク群","PG-金利・債券","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP098","CBOT","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-074","EXP-REBUILT-074","EXP-REBUILT-074","CAN-EXP-REBUILT-074-JP099-IBSJ","VEH-JP099","再構成候補 99","Rebuilt Candidate 99","為替","再構成リスク群","PG-為替","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP099","NYMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-075","EXP-REBUILT-075","EXP-REBUILT-075","CAN-EXP-REBUILT-075-JP100-IBSJ","VEH-JP100","再構成候補 100","Rebuilt Candidate 100","エネルギー","再構成リスク群","PG-エネルギー","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP100","COMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-076","EXP-REBUILT-076","EXP-REBUILT-076","CAN-EXP-REBUILT-076-JP101-IBSJ","VEH-JP101","再構成候補 101","Rebuilt Candidate 101","環境・電力","再構成リスク群","PG-環境・電力","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP101","ICEUS","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-077","EXP-REBUILT-077","EXP-REBUILT-077","CAN-EXP-REBUILT-077-JP102-IBSJ","VEH-JP102","再構成候補 102","Rebuilt Candidate 102","金属","再構成リスク群","PG-金属","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP102","ICEEU","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-078","EXP-REBUILT-078","EXP-REBUILT-078","CAN-EXP-REBUILT-078-JP103-IBSJ","VEH-JP103","再構成候補 103","Rebuilt Candidate 103","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP103","OSE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-079","EXP-REBUILT-079","EXP-REBUILT-079","CAN-EXP-REBUILT-079-JP104-IBSJ","VEH-JP104","再構成候補 104","Rebuilt Candidate 104","畜産","再構成リスク群","PG-畜産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP104","TOCOM","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-080","EXP-REBUILT-080","EXP-REBUILT-080","CAN-EXP-REBUILT-080-JP105-IBSJ","VEH-JP105","再構成候補 105","Rebuilt Candidate 105","暗号資産","再構成リスク群","PG-暗号資産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP105","EUREX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-081","EXP-REBUILT-081","EXP-REBUILT-081","CAN-EXP-REBUILT-081-JP106-IBSJ","VEH-JP106","再構成候補 106","Rebuilt Candidate 106","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP106","SGX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-082","EXP-REBUILT-082","EXP-REBUILT-082","CAN-EXP-REBUILT-082-JP107-IBSJ","VEH-JP107","再構成候補 107","Rebuilt Candidate 107","ボラティリティ","再構成リスク群","PG-ボラティリティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP107","CFE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-083","EXP-REBUILT-083","EXP-REBUILT-083","CAN-EXP-REBUILT-083-JP108-IBSJ","VEH-JP108","再構成候補 108","Rebuilt Candidate 108","不動産","再構成リスク群","PG-不動産","代替・研究のみ","P06以降でPrimary/Fallbackを判断","標準先物","JP108","NASDAQ","Interactive Brokers Securities Japan Inc.","研究のみ","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-084","EXP-REBUILT-084","EXP-REBUILT-084","CAN-EXP-REBUILT-084-JP109-IBSJ","VEH-JP109","再構成候補 109","Rebuilt Candidate 109","株価指数","再構成リスク群","PG-株価指数","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP109","CME","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-085","EXP-REBUILT-085","EXP-REBUILT-085","CAN-EXP-REBUILT-085-JP110-IBSJ","VEH-JP110","再構成候補 110","Rebuilt Candidate 110","金利・債券","再構成リスク群","PG-金利・債券","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP110","CBOT","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-086","EXP-REBUILT-086","EXP-REBUILT-086","CAN-EXP-REBUILT-086-JP111-IBSJ","VEH-JP111","再構成候補 111","Rebuilt Candidate 111","為替","再構成リスク群","PG-為替","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP111","NYMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-087","EXP-REBUILT-087","EXP-REBUILT-087","CAN-EXP-REBUILT-087-JP112-IBSJ","VEH-JP112","再構成候補 112","Rebuilt Candidate 112","エネルギー","再構成リスク群","PG-エネルギー","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP112","COMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-088","EXP-REBUILT-088","EXP-REBUILT-088","CAN-EXP-REBUILT-088-JP113-IBSJ","VEH-JP113","再構成候補 113","Rebuilt Candidate 113","環境・電力","再構成リスク群","PG-環境・電力","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP113","ICEUS","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-089","EXP-REBUILT-089","EXP-REBUILT-089","CAN-EXP-REBUILT-089-JP114-IBSJ","VEH-JP114","再構成候補 114","Rebuilt Candidate 114","金属","再構成リスク群","PG-金属","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP114","ICEEU","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-090","EXP-REBUILT-090","EXP-REBUILT-090","CAN-EXP-REBUILT-090-JP115-IBSJ","VEH-JP115","再構成候補 115","Rebuilt Candidate 115","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP115","OSE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-091","EXP-REBUILT-091","EXP-REBUILT-091","CAN-EXP-REBUILT-091-JP116-IBSJ","VEH-JP116","再構成候補 116","Rebuilt Candidate 116","畜産","再構成リスク群","PG-畜産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP116","TOCOM","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-092","EXP-REBUILT-092","EXP-REBUILT-092","CAN-EXP-REBUILT-092-JP117-IBSJ","VEH-JP117","再構成候補 117","Rebuilt Candidate 117","暗号資産","再構成リスク群","PG-暗号資産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP117","EUREX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-093","EXP-REBUILT-093","EXP-REBUILT-093","CAN-EXP-REBUILT-093-JP118-IBSJ","VEH-JP118","再構成候補 118","Rebuilt Candidate 118","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP118","SGX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-094","EXP-REBUILT-094","EXP-REBUILT-094","CAN-EXP-REBUILT-094-JP119-IBSJ","VEH-JP119","再構成候補 119","Rebuilt Candidate 119","ボラティリティ","再構成リスク群","PG-ボラティリティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP119","CFE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-095","EXP-REBUILT-095","EXP-REBUILT-095","CAN-EXP-REBUILT-095-JP120-IBSJ","VEH-JP120","再構成候補 120","Rebuilt Candidate 120","不動産","再構成リスク群","PG-不動産","代替・研究のみ","P06以降でPrimary/Fallbackを判断","標準先物","JP120","NASDAQ","Interactive Brokers Securities Japan Inc.","研究のみ","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-096","EXP-REBUILT-096","EXP-REBUILT-096","CAN-EXP-REBUILT-096-JP121-IBSJ","VEH-JP121","再構成候補 121","Rebuilt Candidate 121","株価指数","再構成リスク群","PG-株価指数","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP121","CME","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-097","EXP-REBUILT-097","EXP-REBUILT-097","CAN-EXP-REBUILT-097-JP122-IBSJ","VEH-JP122","再構成候補 122","Rebuilt Candidate 122","金利・債券","再構成リスク群","PG-金利・債券","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP122","CBOT","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-098","EXP-REBUILT-098","EXP-REBUILT-098","CAN-EXP-REBUILT-098-JP123-IBSJ","VEH-JP123","再構成候補 123","Rebuilt Candidate 123","為替","再構成リスク群","PG-為替","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP123","NYMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-099","EXP-REBUILT-099","EXP-REBUILT-099","CAN-EXP-REBUILT-099-JP124-IBSJ","VEH-JP124","再構成候補 124","Rebuilt Candidate 124","エネルギー","再構成リスク群","PG-エネルギー","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP124","COMEX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-100","EXP-REBUILT-100","EXP-REBUILT-100","CAN-EXP-REBUILT-100-JP125-IBSJ","VEH-JP125","再構成候補 125","Rebuilt Candidate 125","環境・電力","再構成リスク群","PG-環境・電力","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP125","ICEUS","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-101","EXP-REBUILT-101","EXP-REBUILT-101","CAN-EXP-REBUILT-101-JP126-IBSJ","VEH-JP126","再構成候補 126","Rebuilt Candidate 126","金属","再構成リスク群","PG-金属","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP126","ICEEU","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-102","EXP-REBUILT-102","EXP-REBUILT-102","CAN-EXP-REBUILT-102-JP127-IBSJ","VEH-JP127","再構成候補 127","Rebuilt Candidate 127","穀物・油糧種子","再構成リスク群","PG-穀物・油糧種子","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP127","OSE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-103","EXP-REBUILT-103","EXP-REBUILT-103","CAN-EXP-REBUILT-103-JP128-IBSJ","VEH-JP128","再構成候補 128","Rebuilt Candidate 128","畜産","再構成リスク群","PG-畜産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP128","TOCOM","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-104","EXP-REBUILT-104","EXP-REBUILT-104","CAN-EXP-REBUILT-104-JP129-IBSJ","VEH-JP129","再構成候補 129","Rebuilt Candidate 129","暗号資産","再構成リスク群","PG-暗号資産","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP129","EUREX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-105","EXP-REBUILT-105","EXP-REBUILT-105","CAN-EXP-REBUILT-105-JP130-IBSJ","VEH-JP130","再構成候補 130","Rebuilt Candidate 130","ソフトコモディティ","再構成リスク群","PG-ソフトコモディティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP130","SGX","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
"CLU-EXP-REBUILT-106","EXP-REBUILT-106","EXP-REBUILT-106","CAN-EXP-REBUILT-106-JP131-IBSJ","VEH-JP131","再構成候補 131","Rebuilt Candidate 131","ボラティリティ","再構成リスク群","PG-ボラティリティ","上場デリバティブ直接取引","P06以降でPrimary/Fallbackを判断","標準先物","JP131","CFE","Interactive Brokers Securities Japan Inc.","証拠不足","B","EVD-P04-0001;EVD-P04-0002","契約倍率、証拠金、流動性、データ可否をP06再実行またはP07以降で確認する","候補IDを不変キーとして追跡する","2026-08-02T15:44:17.6495541+09:00","2026-08-02T15:44:17.6495541+09:00"
