"候補ID","エクスポージャーID","取引手段ID","エクスポージャー名_日本語","エクスポージャー名_英語","資産クラス","リスク群","取引手段種別","シンボル","取引所またはVenue","Broker","Long可否","Short可否","API発注可否","API口座照会可否","日本居住者利用可否","取引時間","ティックサイズ","契約倍率","最小数量","受渡リスク","当初証拠金円","維持証拠金円","分足データ可否","リアルタイムデータ可否","証拠信頼度","証拠ID一覧","Gate状態","Gate理由","選定状態","レビューメモ","作成日時","更新日時"
"CAN-EXP-REBUILT-063-JP088-IBSJ","EXP-REBUILT-063","VEH-JP088","再構成候補 88","Rebuilt Candidate 88","エネルギー","再構成リスク群","標準先物","JP088","COMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-064-JP089-IBSJ","EXP-REBUILT-064","VEH-JP089","再構成候補 89","Rebuilt Candidate 89","環境・電力","再構成リスク群","標準先物","JP089","ICEUS","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-065-JP090-IBSJ","EXP-REBUILT-065","VEH-JP090","再構成候補 90","Rebuilt Candidate 90","金属","再構成リスク群","標準先物","JP090","ICEEU","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-066-JP091-IBSJ","EXP-REBUILT-066","VEH-JP091","再構成候補 91","Rebuilt Candidate 91","穀物・油糧種子","再構成リスク群","標準先物","JP091","OSE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-067-JP092-IBSJ","EXP-REBUILT-067","VEH-JP092","再構成候補 92","Rebuilt Candidate 92","畜産","再構成リスク群","標準先物","JP092","TOCOM","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-068-JP093-IBSJ","EXP-REBUILT-068","VEH-JP093","再構成候補 93","Rebuilt Candidate 93","暗号資産","再構成リスク群","標準先物","JP093","EUREX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-069-JP094-IBSJ","EXP-REBUILT-069","VEH-JP094","再構成候補 94","Rebuilt Candidate 94","ソフトコモディティ","再構成リスク群","標準先物","JP094","SGX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-070-JP095-IBSJ","EXP-REBUILT-070","VEH-JP095","再構成候補 95","Rebuilt Candidate 95","ボラティリティ","再構成リスク群","標準先物","JP095","CFE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-071-JP096-IBSJ","EXP-REBUILT-071","VEH-JP096","再構成候補 96","Rebuilt Candidate 96","不動産","再構成リスク群","標準先物","JP096","NASDAQ","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-072-JP097-IBSJ","EXP-REBUILT-072","VEH-JP097","再構成候補 97","Rebuilt Candidate 97","株価指数","再構成リスク群","標準先物","JP097","CME","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-073-JP098-IBSJ","EXP-REBUILT-073","VEH-JP098","再構成候補 98","Rebuilt Candidate 98","金利・債券","再構成リスク群","標準先物","JP098","CBOT","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-074-JP099-IBSJ","EXP-REBUILT-074","VEH-JP099","再構成候補 99","Rebuilt Candidate 99","為替","再構成リスク群","標準先物","JP099","NYMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-075-JP100-IBSJ","EXP-REBUILT-075","VEH-JP100","再構成候補 100","Rebuilt Candidate 100","エネルギー","再構成リスク群","標準先物","JP100","COMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-076-JP101-IBSJ","EXP-REBUILT-076","VEH-JP101","再構成候補 101","Rebuilt Candidate 101","環境・電力","再構成リスク群","標準先物","JP101","ICEUS","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-077-JP102-IBSJ","EXP-REBUILT-077","VEH-JP102","再構成候補 102","Rebuilt Candidate 102","金属","再構成リスク群","標準先物","JP102","ICEEU","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-078-JP103-IBSJ","EXP-REBUILT-078","VEH-JP103","再構成候補 103","Rebuilt Candidate 103","穀物・油糧種子","再構成リスク群","標準先物","JP103","OSE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-079-JP104-IBSJ","EXP-REBUILT-079","VEH-JP104","再構成候補 104","Rebuilt Candidate 104","畜産","再構成リスク群","標準先物","JP104","TOCOM","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-080-JP105-IBSJ","EXP-REBUILT-080","VEH-JP105","再構成候補 105","Rebuilt Candidate 105","暗号資産","再構成リスク群","標準先物","JP105","EUREX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-081-JP106-IBSJ","EXP-REBUILT-081","VEH-JP106","再構成候補 106","Rebuilt Candidate 106","ソフトコモディティ","再構成リスク群","標準先物","JP106","SGX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-082-JP107-IBSJ","EXP-REBUILT-082","VEH-JP107","再構成候補 107","Rebuilt Candidate 107","ボラティリティ","再構成リスク群","標準先物","JP107","CFE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-083-JP108-IBSJ","EXP-REBUILT-083","VEH-JP108","再構成候補 108","Rebuilt Candidate 108","不動産","再構成リスク群","標準先物","JP108","NASDAQ","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-084-JP109-IBSJ","EXP-REBUILT-084","VEH-JP109","再構成候補 109","Rebuilt Candidate 109","株価指数","再構成リスク群","標準先物","JP109","CME","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-085-JP110-IBSJ","EXP-REBUILT-085","VEH-JP110","再構成候補 110","Rebuilt Candidate 110","金利・債券","再構成リスク群","標準先物","JP110","CBOT","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-086-JP111-IBSJ","EXP-REBUILT-086","VEH-JP111","再構成候補 111","Rebuilt Candidate 111","為替","再構成リスク群","標準先物","JP111","NYMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-087-JP112-IBSJ","EXP-REBUILT-087","VEH-JP112","再構成候補 112","Rebuilt Candidate 112","エネルギー","再構成リスク群","標準先物","JP112","COMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-088-JP113-IBSJ","EXP-REBUILT-088","VEH-JP113","再構成候補 113","Rebuilt Candidate 113","環境・電力","再構成リスク群","標準先物","JP113","ICEUS","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-089-JP114-IBSJ","EXP-REBUILT-089","VEH-JP114","再構成候補 114","Rebuilt Candidate 114","金属","再構成リスク群","標準先物","JP114","ICEEU","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-090-JP115-IBSJ","EXP-REBUILT-090","VEH-JP115","再構成候補 115","Rebuilt Candidate 115","穀物・油糧種子","再構成リスク群","標準先物","JP115","OSE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-091-JP116-IBSJ","EXP-REBUILT-091","VEH-JP116","再構成候補 116","Rebuilt Candidate 116","畜産","再構成リスク群","標準先物","JP116","TOCOM","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-092-JP117-IBSJ","EXP-REBUILT-092","VEH-JP117","再構成候補 117","Rebuilt Candidate 117","暗号資産","再構成リスク群","標準先物","JP117","EUREX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-093-JP118-IBSJ","EXP-REBUILT-093","VEH-JP118","再構成候補 118","Rebuilt Candidate 118","ソフトコモディティ","再構成リスク群","標準先物","JP118","SGX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-094-JP119-IBSJ","EXP-REBUILT-094","VEH-JP119","再構成候補 119","Rebuilt Candidate 119","ボラティリティ","再構成リスク群","標準先物","JP119","CFE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-095-JP120-IBSJ","EXP-REBUILT-095","VEH-JP120","再構成候補 120","Rebuilt Candidate 120","不動産","再構成リスク群","標準先物","JP120","NASDAQ","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-096-JP121-IBSJ","EXP-REBUILT-096","VEH-JP121","再構成候補 121","Rebuilt Candidate 121","株価指数","再構成リスク群","標準先物","JP121","CME","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-097-JP122-IBSJ","EXP-REBUILT-097","VEH-JP122","再構成候補 122","Rebuilt Candidate 122","金利・債券","再構成リスク群","標準先物","JP122","CBOT","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-098-JP123-IBSJ","EXP-REBUILT-098","VEH-JP123","再構成候補 123","Rebuilt Candidate 123","為替","再構成リスク群","標準先物","JP123","NYMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-099-JP124-IBSJ","EXP-REBUILT-099","VEH-JP124","再構成候補 124","Rebuilt Candidate 124","エネルギー","再構成リスク群","標準先物","JP124","COMEX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-100-JP125-IBSJ","EXP-REBUILT-100","VEH-JP125","再構成候補 125","Rebuilt Candidate 125","環境・電力","再構成リスク群","標準先物","JP125","ICEUS","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-101-JP126-IBSJ","EXP-REBUILT-101","VEH-JP126","再構成候補 126","Rebuilt Candidate 126","金属","再構成リスク群","標準先物","JP126","ICEEU","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-102-JP127-IBSJ","EXP-REBUILT-102","VEH-JP127","再構成候補 127","Rebuilt Candidate 127","穀物・油糧種子","再構成リスク群","標準先物","JP127","OSE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-103-JP128-IBSJ","EXP-REBUILT-103","VEH-JP128","再構成候補 128","Rebuilt Candidate 128","畜産","再構成リスク群","標準先物","JP128","TOCOM","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-104-JP129-IBSJ","EXP-REBUILT-104","VEH-JP129","再構成候補 129","Rebuilt Candidate 129","暗号資産","再構成リスク群","標準先物","JP129","EUREX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-105-JP130-IBSJ","EXP-REBUILT-105","VEH-JP130","再構成候補 130","Rebuilt Candidate 130","ソフトコモディティ","再構成リスク群","標準先物","JP130","SGX","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
"CAN-EXP-REBUILT-106-JP131-IBSJ","EXP-REBUILT-106","VEH-JP131","再構成候補 131","Rebuilt Candidate 131","ボラティリティ","再構成リスク群","標準先物","JP131","CFE","Interactive Brokers Securities Japan Inc.","不明","不明","プラットフォーム確認済み","プラットフォーム確認済み","不明","商品別に要確認","","","","不明","","","不明","不明","B","EVD-P04-0001;EVD-P04-0002","証拠不足","日本居住者利用可否、契約仕様、証拠金、データ費用などの重要証拠が不足しているため保留","保留","日本語化時に再構成。公式証拠で再確認が必要","2026-08-02T15:43:34.5892706+09:00","2026-08-02T15:43:34.5892706+09:00"
